,NAIP Entity ID,State,Agency,Vendor,Map Projection,Projection Zone,Datum,Resolution,Units,Number of Bands,Sensor Type,Project Name,Acquisition Date,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Entity ID
41,M_2708021_SW_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°39'22.53""N","80°28'07.50""W","27°41'22.50""N","80°30'07.29""W","27°41'21.58""N","80°26'06.56""W","27°37'22.52""N","80°26'07.78""W","27°37'23.44""N","80°30'08.38""W",27.656258299999998,-80.4687499,27.6895833,-80.502025,27.6893277,-80.43515550000001,27.6229221,-80.4354944,27.6231777,-80.5023277,M_2708021_SW_17_060_20191215,2856123
42,M_2708022_NW_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°43'07.57""N","80°20'37.56""W","27°45'07.65""N","80°22'37.39""W","27°45'06.51""N","80°18'36.30""W","27°41'07.46""N","80°18'37.81""W","27°41'08.60""N","80°22'38.75""W",27.7187693,-80.3437666,27.752125,-80.37705270000001,27.751808299999997,-80.3100833,27.685405499999998,-80.3105027,27.685722100000003,-80.3774304,M_2708022_NW_17_060_20191215,2856124
43,M_2708022_SW_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°39'22.55""N","80°20'37.48""W","27°41'22.63""N","80°22'37.35""W","27°41'21.49""N","80°18'36.19""W","27°37'22.44""N","80°18'37.69""W","27°37'23.58""N","80°22'38.71""W",27.656263800000005,-80.3437444,27.689619399999994,-80.3770416,27.6893027,-80.3100527,27.6228999,-80.3104694,27.623216600000003,-80.3774193,M_2708022_SW_17_060_20191215,2856125
44,M_2708027_NE_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°35'37.49""N","80°39'22.48""W","27°37'37.11""N","80°41'22.41""W","27°37'36.51""N","80°37'21.80""W","27°33'37.83""N","80°37'22.62""W","27°33'38.43""N","80°41'23.08""W",27.5937471,-80.6562444,27.6269749,-80.6895583,27.6268082,-80.62272209999999,27.5605083,-80.62294990000001,27.560675,-80.6897444,M_2708027_NE_17_060_20191215,2856134
45,M_2708027_NW_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°35'37.50""N","80°43'07.47""W","27°37'36.98""N","80°45'07.25""W","27°37'36.49""N","80°41'07.08""W","27°33'38.01""N","80°41'07.77""W","27°33'38.49""N","80°45'07.79""W",27.593749900000002,-80.7187416,27.626938800000005,-80.75201379999999,27.6268027,-80.6852999,27.560558299999997,-80.68549159999999,27.560691600000002,-80.75216379999999,M_2708027_NW_17_060_20191215,2856135
46,M_2708027_SE_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°31'52.46""N","80°39'22.52""W","27°33'52.08""N","80°41'22.39""W","27°33'51.48""N","80°37'21.92""W","27°29'52.80""N","80°37'22.73""W","27°29'53.40""N","80°41'23.06""W",27.531238800000004,-80.6562555,27.564466600000003,-80.68955270000001,27.5643,-80.6227554,27.4979999,-80.6229804,27.4981666,-80.68973879999999,M_2708027_SE_17_060_20191215,2856136
47,M_2708027_SW_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°31'52.47""N","80°43'07.50""W","27°33'51.95""N","80°45'07.32""W","27°33'51.46""N","80°41'07.07""W","27°29'52.97""N","80°41'07.75""W","27°29'53.46""N","80°45'07.86""W",27.5312416,-80.7187499,27.5644305,-80.7520333,27.564294399999994,-80.68529709999999,27.4980471,-80.685486,27.498183299999997,-80.7521833,M_2708027_SW_17_060_20191215,2856137
48,M_2708028_NE_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°35'37.53""N","80°31'52.49""W","27°37'37.26""N","80°33'52.28""W","27°37'36.45""N","80°29'51.68""W","27°33'37.78""N","80°29'52.77""W","27°33'38.59""N","80°33'53.22""W",27.593758299999998,-80.53124709999999,27.6270166,-80.56452220000001,27.626791600000004,-80.49768879999999,27.560494399999996,-80.49799159999999,27.560719399999996,-80.5647833,M_2708028_NE_17_060_20191215,2856138
49,M_2708028_NW_17_060_20191215,FL,USDA,USDA_FSA_APFO,UTM,17N,NAD83,0.6,METER,4,CNIR,201911_FLORIDA_NAIP_0X6000M_UTM_CNIR,2019/12/15,"27°35'37.46""N","80°35'37.48""W","27°37'37.14""N","80°37'37.34""W","27°37'36.43""N","80°33'36.74""W","27°33'37.76""N","80°33'37.69""W","27°33'38.46""N","80°37'38.15""W",27.593738800000004,-80.5937444,27.626983199999998,-80.6270388,27.626786,-80.56020550000001,27.560488800000005,-80.5604694,27.560683299999997,-80.6272638,M_2708028_NW_17_060_20191215,2856139
50,M_3511801_NE_11_060_20200805,CA,USDA,USDA-FSA-APFO,UTM,11N,NAD83,0.6,METER,4,CNIR,202004_CALIFORNIA_NAIP_0X6000M_UTM_CNIR,2020/08/05,"35°58'07.46""N","118°54'22.64""W","36°00'06.26""N","118°56'28.79""W","36°00'10.18""N","118°52'22.31""W","35°56'08.63""N","118°52'16.60""W","35°56'04.72""N","118°56'22.87""W",35.9687388,-118.9062888,36.0017388,-118.94133049999999,36.0028277,-118.8728638,35.9357305,-118.8712777,35.934644399999996,-118.93968600000001,M_3511801_NE_11_060_20200805,2994228
51,M_3511801_SE_11_060_20200805,CA,USDA,USDA-FSA-APFO,UTM,11N,NAD83,0.6,METER,4,CNIR,202004_CALIFORNIA_NAIP_0X6000M_UTM_CNIR,2020/08/05,"35°54'22.57""N","118°54'22.51""W","35°56'21.37""N","118°56'28.55""W","35°56'25.28""N","118°52'22.26""W","35°52'23.73""N","118°52'16.57""W","35°52'19.83""N","118°56'22.65""W",35.9062694,-118.9062527,35.93926939999999,-118.9412638,35.9403555,-118.8728499,35.8732582,-118.8712693,35.872174900000005,-118.93962490000001,M_3511801_SE_11_060_20200805,2993974
52,M_3610506_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°58'07.47""N","105°20'37.54""W","37°00'06.46""N","105°22'39.33""W","37°00'07.16""N","105°18'36.81""W","36°56'08.45""N","105°18'35.84""W","36°56'07.75""N","105°22'38.16""W",36.9687416,-105.34376100000001,37.001794399999994,-105.3775916,37.0019888,-105.310225,36.9356805,-105.30995549999999,36.935486,-105.3772666,M_3610506_NW_13_060_20200708,2957375
53,M_3610506_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°54'22.58""N","105°20'37.50""W","36°56'21.57""N","105°22'39.19""W","36°56'22.27""N","105°18'36.87""W","36°52'23.55""N","105°18'35.91""W","36°52'22.85""N","105°22'38.02""W",36.906272200000004,-105.3437499,36.9393249,-105.3775527,36.939519399999995,-105.3102416,36.87320820000001,-105.309975,36.873013799999995,-105.3772277,M_3610506_SW_13_060_20200708,2957377
54,M_3610514_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°50'37.49""N","105°20'37.58""W","36°52'36.48""N","105°22'39.30""W","36°52'37.18""N","105°18'36.93""W","36°48'38.46""N","105°18'35.97""W","36°48'37.76""N","105°22'38.12""W",36.8437471,-105.3437721,36.8767999,-105.37758319999999,36.8769943,-105.31025829999999,36.8106833,-105.3099916,36.810488799999995,-105.3772554,M_3610514_NW_13_060_20200708,2957407
55,M_3610514_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°46'52.59""N","105°20'37.54""W","36°48'51.58""N","105°22'39.16""W","36°48'52.28""N","105°18'36.99""W","36°44'53.56""N","105°18'36.03""W","36°44'52.86""N","105°22'37.99""W",36.7812749,-105.34376100000001,36.8143277,-105.3775443,36.8145222,-105.310275,36.748211,-105.31000829999999,36.7480166,-105.3772193,M_3610514_SW_13_060_20200708,2957409
56,M_3610520_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°43'07.54""N","105°31'52.57""W","36°45'06.54""N","105°33'54.86""W","36°45'07.62""N","105°29'51.93""W","36°41'08.51""N","105°29'50.38""W","36°41'07.43""N","105°33'53.11""W",36.718761,-105.53126929999999,36.751816600000005,-105.5652388,36.7521166,-105.49775829999999,36.6856971,-105.4973277,36.6853971,-105.5647527,M_3610520_NE_13_060_20200708,2957430
57,M_3610520_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°39'22.55""N","105°31'52.47""W","36°41'21.44""N","105°33'54.66""W","36°41'22.53""N","105°29'51.93""W","36°37'23.61""N","105°29'50.39""W","36°37'22.53""N","105°33'52.92""W",36.6562638,-105.5312416,36.6892888,-105.56518329999999,36.6895916,-105.49775829999999,36.623224900000004,-105.49733049999999,36.6229249,-105.5647,M_3610520_SE_13_060_20200708,2957432
58,M_3610522_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°43'07.49""N","105°20'37.51""W","36°45'06.49""N","105°22'39.27""W","36°45'07.19""N","105°18'36.81""W","36°41'08.46""N","105°18'35.85""W","36°41'07.77""N","105°22'38.10""W",36.7187471,-105.3437527,36.7518027,-105.37757490000001,36.7519972,-105.310225,36.6856833,-105.30995829999999,36.685491600000006,-105.37724990000001,M_3610522_NW_13_060_20200708,2957439
59,M_3610522_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°39'22.50""N","105°16'52.59""W","36°41'21.46""N","105°18'54.04""W","36°41'22.03""N","105°14'52.01""W","36°37'23.50""N","105°14'51.25""W","36°37'22.93""N","105°18'53.06""W",36.65625,-105.28127490000001,36.689294399999994,-105.3150111,36.6894527,-105.24778049999999,36.623194299999994,-105.24756940000002,36.623036,-105.3147388,M_3610522_SE_13_060_20200708,2957440
60,M_3610522_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°39'22.59""N","105°20'37.47""W","36°41'21.59""N","105°22'39.13""W","36°41'22.29""N","105°18'36.87""W","36°37'23.56""N","105°18'35.91""W","36°37'22.86""N","105°22'37.97""W",36.656275,-105.3437416,36.6893305,-105.377536,36.6895249,-105.3102416,36.623211,-105.309975,36.6230166,-105.3772138,M_3610522_SW_13_060_20200708,2957441
61,M_3610528_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°35'37.55""N","105°31'52.50""W","36°37'36.54""N","105°33'54.71""W","36°37'37.63""N","105°29'51.93""W","36°33'38.51""N","105°29'50.39""W","36°33'37.43""N","105°33'52.97""W",36.5937638,-105.5312499,36.626816600000005,-105.5651972,36.6271193,-105.49775829999999,36.5606972,-105.49733049999999,36.560397200000004,-105.5647138,M_3610528_NE_13_060_20200708,2957462
62,M_3610528_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°31'52.54""N","105°31'52.53""W","36°33'51.44""N","105°33'54.76""W","36°33'52.53""N","105°29'51.93""W","36°29'53.60""N","105°29'50.40""W","36°29'52.52""N","105°33'53.02""W",36.531261,-105.5312582,36.5642888,-105.5652111,36.5645916,-105.49775829999999,36.4982221,-105.49733329999998,36.497922100000004,-105.5647277,M_3610528_SE_13_060_20200708,2957464
63,M_3610529_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°35'37.52""N","105°28'07.56""W","36°37'36.58""N","105°30'09.56""W","36°37'37.53""N","105°26'07.01""W","36°33'38.42""N","105°26'05.67""W","36°33'37.46""N","105°30'08.01""W",36.5937555,-105.4687666,36.6268277,-105.50265549999999,36.6270916,-105.43528049999999,36.5606722,-105.43490829999999,36.5604055,-105.502225,M_3610529_NW_13_060_20200708,2957467
64,M_3610529_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°31'52.46""N","105°24'22.53""W","36°33'51.39""N","105°26'24.33""W","36°33'52.22""N","105°22'21.98""W","36°29'53.49""N","105°22'20.83""W","36°29'52.67""N","105°26'22.98""W",36.5312388,-105.40625829999999,36.564275,-105.4400916,36.5645055,-105.37277209999999,36.498191600000006,-105.3724527,36.4979638,-105.4397166,M_3610529_SE_13_060_20200708,2957468
65,M_3610529_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°31'52.51""N","105°28'07.53""W","36°33'51.48""N","105°30'09.55""W","36°33'52.43""N","105°26'06.95""W","36°29'53.51""N","105°26'05.62""W","36°29'52.56""N","105°30'08""W",36.5312527,-105.4687582,36.5643,-105.5026527,36.564563799999995,-105.4352638,36.4981971,-105.43489440000002,36.4979333,-105.5022222,M_3610529_SW_13_060_20200708,2957469
66,M_3610530_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°35'37.50""N","105°16'52.62""W","36°37'36.56""N","105°18'54.09""W","36°37'37.13""N","105°14'52.02""W","36°33'38.40""N","105°14'51.26""W","36°33'37.83""N","105°18'53.12""W",36.5937499,-105.28128319999999,36.626822100000005,-105.315025,36.6269804,-105.24778329999998,36.560666600000005,-105.24757209999999,36.560508299999995,-105.31475549999999,M_3610530_NE_13_060_20200708,2957470
67,M_3610530_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°35'37.49""N","105°20'37.56""W","36°37'36.49""N","105°22'39.24""W","36°37'37.19""N","105°18'36.94""W","36°33'38.46""N","105°18'35.98""W","36°33'37.76""N","105°22'38.08""W",36.5937471,-105.3437666,36.6268027,-105.3775666,36.626997100000004,-105.3102611,36.5606833,-105.30999440000001,36.560488799999995,-105.3772443,M_3610530_NW_13_060_20200708,2957471
68,M_3610530_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°31'52.58""N","105°20'37.53""W","36°33'51.58""N","105°22'39.11""W","36°33'52.28""N","105°18'37""W","36°29'53.55""N","105°18'36.05""W","36°29'52.85""N","105°22'37.95""W",36.5312721,-105.34375829999999,36.5643277,-105.3775304,36.5645222,-105.3102777,36.4982083,-105.31001380000001,36.498013799999995,-105.3772082,M_3610530_SW_13_060_20200708,2957473
69,M_3610531_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°31'52.48""N","105°13'07.65""W","36°33'51.41""N","105°15'08.92""W","36°33'51.85""N","105°11'07.05""W","36°29'53.51""N","105°11'06.48""W","36°29'53.07""N","105°15'08.14""W",36.5312443,-105.2187916,36.5642805,-105.2524777,36.5644027,-105.1852916,36.4981971,-105.18513329999999,36.4980749,-105.2522611,M_3610531_SW_13_060_20200708,2957477
70,M_3610536_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°28'07.54""N","105°31'52.56""W","36°30'06.54""N","105°33'54.81""W","36°30'07.62""N","105°29'51.94""W","36°26'08.50""N","105°29'50.41""W","36°26'07.42""N","105°33'53.08""W",36.468761,-105.5312666,36.501816600000005,-105.565225,36.5021166,-105.49776100000001,36.435694399999996,-105.497336,36.43539439999999,-105.56474440000001,M_3610536_NE_13_060_20200708,2957494
71,M_3610536_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°24'22.53""N","105°31'52.47""W","36°26'21.43""N","105°33'54.62""W","36°26'22.51""N","105°29'51.94""W","36°22'23.59""N","105°29'50.42""W","36°22'22.51""N","105°33'52.90""W",36.4062583,-105.5312416,36.439285999999996,-105.5651722,36.439586,-105.49776100000001,36.373219299999995,-105.49733880000001,36.3729193,-105.56469440000001,M_3610536_SE_13_060_20200708,2957496
72,M_3610537_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°28'07.55""N","105°24'22.56""W","36°30'06.49""N","105°26'24.50""W","36°30'07.31""N","105°22'21.86""W","36°26'08.58""N","105°22'20.72""W","36°26'07.76""N","105°26'23.15""W",36.4687638,-105.4062666,36.5018027,-105.4401388,36.5020305,-105.37273880000001,36.4357166,-105.3724221,36.435488799999995,-105.43976380000001,M_3610537_NE_13_060_20200708,2957498
73,M_3610537_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°28'07.60""N","105°28'07.50""W","36°30'06.57""N","105°30'09.54""W","36°30'07.52""N","105°26'06.90""W","36°26'08.60""N","105°26'05.57""W","36°26'07.65""N","105°30'08""W",36.4687777,-105.4687499,36.501825,-105.50265,36.502088799999996,-105.4352499,36.4357221,-105.43488049999999,36.4354583,-105.5022222,M_3610537_NW_13_060_20200708,2957499
74,M_3610537_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°24'22.54""N","105°24'22.59""W","36°26'21.58""N","105°26'24.44""W","36°26'22.40""N","105°22'21.99""W","36°22'23.47""N","105°22'20.85""W","36°22'22.65""N","105°26'23.09""W",36.4062611,-105.406275,36.4393277,-105.4401221,36.4395555,-105.37277490000001,36.373186,-105.3724582,36.37295820000001,-105.43974709999999,M_3610537_SE_13_060_20200708,2957500
75,M_3610537_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°24'22.50""N","105°28'07.59""W","36°26'21.47""N","105°30'09.53""W","36°26'22.42""N","105°26'07.09""W","36°22'23.49""N","105°26'05.76""W","36°22'22.54""N","105°30'07.99""W",36.40625,-105.46877490000001,36.439297100000005,-105.50264720000001,36.439561,-105.4353027,36.373191600000006,-105.43493329999998,36.3729277,-105.50221940000002,M_3610537_SW_13_060_20200708,2957501
76,M_3610538_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°28'07.58""N","105°16'52.56""W","36°30'06.55""N","105°18'53.95""W","36°30'07.12""N","105°14'52.03""W","36°26'08.58""N","105°14'51.27""W","36°26'08.01""N","105°18'52.98""W",36.4687721,-105.2812666,36.501819399999995,-105.3149861,36.5019777,-105.247786,36.4357166,-105.2475749,36.4355583,-105.3147166,M_3610538_NE_13_060_20200708,2957502
77,M_3610538_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°28'07.48""N","105°20'37.62""W","36°30'06.48""N","105°22'39.23""W","36°30'07.18""N","105°18'37.07""W","36°26'08.44""N","105°18'36.12""W","36°26'07.75""N","105°22'38.07""W",36.4687443,-105.34378329999998,36.5018,-105.3775638,36.501994399999994,-105.31029720000001,36.4356777,-105.31003329999999,36.435486,-105.37724159999999,M_3610538_NW_13_060_20200708,2957503
78,M_3610538_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°24'22.57""N","105°20'37.47""W","36°26'21.57""N","105°22'39.10""W","36°26'22.27""N","105°18'36.89""W","36°22'23.53""N","105°18'35.95""W","36°22'22.83""N","105°22'37.94""W",36.4062694,-105.3437416,36.4393249,-105.3775277,36.439519399999995,-105.3102472,36.3732027,-105.3099861,36.37300820000001,-105.3772054,M_3610538_SW_13_060_20200708,2957505
79,M_3610539_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°28'07.47""N","105°13'07.62""W","36°30'06.50""N","105°15'08.91""W","36°30'06.94""N","105°11'06.99""W","36°26'08.40""N","105°11'06.42""W","36°26'07.96""N","105°15'08.14""W",36.4687416,-105.21878319999999,36.501805499999996,-105.252475,36.5019277,-105.18527490000001,36.435666600000005,-105.1851166,36.4355444,-105.2522611,M_3610539_NW_13_060_20200708,2957507
80,M_3610539_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°24'22.56""N","105°13'07.59""W","36°26'21.59""N","105°15'08.91""W","36°26'22.03""N","105°11'06.94""W","36°22'23.49""N","105°11'06.37""W","36°22'23.05""N","105°15'08.13""W",36.4062666,-105.21877490000001,36.4393305,-105.252475,36.4394527,-105.18526100000001,36.373191600000006,-105.1851027,36.3730693,-105.25225829999998,M_3610539_SW_13_060_20200708,2957509
81,M_3610544_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°20'37.52""N","105°31'52.51""W","36°22'36.52""N","105°33'54.68""W","36°22'37.60""N","105°29'51.95""W","36°18'38.48""N","105°29'50.43""W","36°18'37.40""N","105°33'52.95""W",36.3437555,-105.5312527,36.376811,-105.5651888,36.377111,-105.4977638,36.3106888,-105.4973416,36.3103888,-105.56470829999999,M_3610544_NE_13_060_20200708,2957526
82,M_3610544_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°16'52.51""N","105°31'52.54""W","36°18'51.41""N","105°33'54.74""W","36°18'52.49""N","105°29'51.97""W","36°14'53.56""N","105°29'50.45""W","36°14'52.49""N","105°33'53.02""W",36.2812527,-105.53126100000001,36.3142805,-105.56520549999999,36.3145805,-105.49776940000001,36.248211,-105.49734709999998,36.2479138,-105.5647277,M_3610544_SE_13_060_20200708,2957528
83,M_3610545_NE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°20'37.53""N","105°24'22.50""W","36°22'36.47""N","105°26'24.37""W","36°22'37.29""N","105°22'21.88""W","36°18'38.56""N","105°22'20.74""W","36°18'37.73""N","105°26'23.03""W",36.3437583,-105.40625,36.376797100000005,-105.4401027,36.3770249,-105.3727443,36.310711100000006,-105.3724277,36.3104805,-105.4397305,M_3610545_NE_13_060_20200708,2957530
84,M_3610545_NW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°20'37.58""N","105°28'07.57""W","36°22'36.55""N","105°30'09.53""W","36°22'37.51""N","105°26'07.04""W","36°18'38.58""N","105°26'05.71""W","36°18'37.63""N","105°30'07.99""W",36.3437721,-105.46876929999999,36.376819299999994,-105.50264720000001,36.377086,-105.43528880000001,36.3107166,-105.43491940000001,36.3104527,-105.50221940000002,M_3610545_NW_13_060_20200708,2957531
85,M_3610545_SE_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°16'52.52""N","105°24'22.54""W","36°18'51.56""N","105°26'24.31""W","36°18'52.38""N","105°22'22.01""W","36°14'53.44""N","105°22'20.88""W","36°14'52.62""N","105°26'22.97""W",36.2812554,-105.40626110000001,36.3143222,-105.44008600000001,36.31455,-105.3727804,36.2481777,-105.3724666,36.2479499,-105.4397138,M_3610545_SE_13_060_20200708,2957532
86,M_3610545_SW_13_060_20200708,NM,USDA,USDA-FSA-APFO,UTM,13N,NAD83,0.6,METER,4,CNIR,202005_NEW_MEXICO_NAIP_0X6000M_UTM_CNIR,2020/07/08,"36°16'52.47""N","105°28'07.54""W","36°18'51.45""N","105°30'09.52""W","36°18'52.40""N","105°26'06.99""W","36°14'53.46""N","105°26'05.66""W","36°14'52.52""N","105°30'07.99""W",36.2812416,-105.46876100000001,36.314291600000004,-105.50264440000001,36.3145555,-105.43527490000001,36.2481833,-105.4349055,36.247922100000004,-105.50221940000002,M_3610545_SW_13_060_20200708,2957533
